Serial Number,PMID,Journal/Book,Publication year,Title,DOI,Citation,Authors,Keywords flagged,Self-reported study aim,Study category,Study location,,,Study population,Pathogen,Programming language,Population size,Age,Sex,Race/ethnicity,Income,Vaccination,Screening and/or testing,Masking,Contact tracing,School closure,Social distancing
102,35793754,Int J Infect Dis,2022,"A metropolitan-scale, three-dimensional agent-based model to assess the effectiveness of the COVID-19 Omicron wave interventions in a hyperdense city: a case study of Hong Kong",10.1016/j.ijid.2022.06.042,"Koh K, Tang KC, Axhausen K, Loo BPY. A metropolitan-scale, three-dimensional agent-based model to assess the effectiveness of the COVID-19 Omicron wave interventions in a hyperdense city: a case study of Hong Kong. International Journal of Infectious Diseases. 2022;122:534-536. doi:10.1016/j.ijid.2022.06.042","Koh K, Tang KC, Axhausen K, Loo BPY.","disease, agent-based model, model, simulated",To build a three-dimensional ABM that assesses the effectiveness of the then-proposed Omicron interventions in Hong Kong.,Intervention Impact Assessment,Hong Kong (China) (China),,China,General,SARS-CoV-2,JAVA,730090,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
103,34534205,PLoS Comput Biol,2021,Uncertainty quantification and sensitivity analysis of COVID-19 exit strategies in an individual-based transmission model,10.1371/journal.pcbi.1009355,"Gugole F, Coffeng LE, Edeling W, Sanderse B, De Vlas SJ, Crommelin D. Uncertainty quantification and sensitivity analysis of COVID-19 exit strategies in an individual-based transmission model. Klinkenberg D, ed. PLoS Comput Biol. 2021;17(9):e1009355. doi:10.1371/journal.pcbi.1009355","Gugole F, Coffeng LE, Edeling W, Sanderse B, de Vlas SJ, Crommelin D.","transmission model, agent-based transmission model, epidemic, model, models, individual-based transmission model","To perform a model-based quantitative analysis of uncertainties and sensitivities for the computational representations of four exit strategies, and assess the uncertainties in model simulation results.","Understanding Epidemic Spread, Forecasting",Netherlands,,Netherlands,General,SARS-CoV-2,Python,1.00E+06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
104,33045008,PLoS One,2020,The impact of social distancing on COVID19 spread: State of Georgia case study,10.1371/journal.pone.0239798,"Keskinocak P, Oruc BE, Baxter A, Asplund J, Serban N. The impact of social distancing on COVID19 spread: State of Georgia case study. Adrish M, ed. PLoS ONE. 2020;15(10):e0239798. doi:10.1371/journal.pone.0239798","Keskinocak P, Oruc BE, Baxter A, Asplund J, Serban N.","infection, agent-based simulation model, model, simulation",To project the number of COVID-19 infections and resulting severe outcomes and the need for hospital capacity under social distancing for the State of Georgia.,"Forecasting, Intervention Impact Assessment",Georgia (US),Georgia,US,General,SARS-CoV-2,C Family,1.00E+06,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
105,36127637,BMC Infect Dis,2022,COVID's collateral damage: likelihood of measles resurgence in the United States,10.1186/s12879-022-07703-w,"Thakur M, Zhou R, Mohan M, et al. COVID’s collateral damage: likelihood of measles resurgence in the United States. BMC Infect Dis. 2022;22(1):743. doi:10.1186/s12879-022-07703-w","Thakur M, Zhou R, Mohan M, Marathe A, Chen J, Hoops S, Machi D, Lewis B, Vullikanti A.","epidemiology, pandemic, agent-based modeling, agent-based model, simulate","To measure the potential impact of reduced MMR vaccination rates one measles outbreak before and after the ""COVID-19 era"".",Intervention Impact Assessment,Virginia (US),Virginia,US,General,Vaccine preventable respiratory viruses,C Family,7600000,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
106,34797862,PLoS One,2021,Modelling COVID-19 transmission in a hemodialysis centre using simulation generated contacts matrices,10.1371/journal.pone.0259970,"Tofighi M, Asgary A, Merchant AA, et al. Modelling COVID-19 transmission in a hemodialysis centre using simulation generated contacts matrices. Provenzano M, ed. PLoS ONE. 2021;16(11):e0259970. doi:10.1371/journal.pone.0259970","Tofighi M, Asgary A, Merchant AA, Shafiee MA, Najafabadi MM, Nadri N, Aarabi M, Heffernan J, Wu J.","disease, disease transmission, disease modelling, transmission, pandemic, modelling, models, model, agent-based simulation, simulation, micro-simulation, agent-based model, ",To study the operations of a typical large dialysis unit and generate contact matrices to examine outbreak scenarios.,"Intervention Impact Assessment, Understanding Epidemic Spread",Canada,,Canada,Hospital or Healthcare Facility,SARS-CoV-2,JAVA,486,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
107,34710158,PLoS One,2021,"Predicting the effects of COVID-19 related interventions in urban settings by combining activity-based modelling, agent-based simulation, and mobile phone data",10.1371/journal.pone.0259037,"Müller SA, Balmer M, Charlton W, et al. Predicting the effects of COVID-19 related interventions in urban settings by combining activity-based modelling, agent-based simulation, and mobile phone data. Benenson I, ed. PLoS ONE. 2021;16(10):e0259037. doi:10.1371/journal.pone.0259037","Müller SA, Balmer M, Charlton W, Ewert R, Neumann A, Rakow C, Schlenther T, Nagel K.","disease, infection, infection model, transmission, epidemiological simulations, modelling, agent-based simulation, model, models",To show contributions of different activity types to infection dynamics.,Intervention Impact Assessment,Berlin (Germany),,Germany,General,SARS-CoV-2,Python,5.00E+06,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
108,33857607,Int J Infect Dis,2021,Spatial and temporal analysis of human infection with the avian influenza A (H7N9) virus in China and research on a risk assessment agent-based model,10.1016/j.ijid.2021.04.030,"Huang D, Dong W, Wang Q. Spatial and temporal analysis of human infection with the avian influenza A (H7N9) virus in China and research on a risk assessment agent-based model. International Journal of Infectious Diseases. 2021;106:386-394. doi:10.1016/j.ijid.2021.04.030","Huang D, Dong W, Wang Q.","infection, epidemic, model, agent-based model",To analyze the spatial characteristics of human infection with the H7N9 virus in China and assess the risk areas of the epidemic.,Understanding Epidemic Spread,China,,China,General,Influenza Virus,"C Family, Python, JAVA",Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
109,33859542,ScientificWorldJournal,2021,Impact of Personal Protection Habits on the Spread of Pandemics: Insights from an Agent-Based Model,10.1155/2021/6616654,"Álvarez-Pomar L, Rojas-Galeano S. Impact of Personal Protection Habits on the Spread of Pandemics: Insights from an Agent-Based Model. Hsu SH, ed. The Scientific World Journal. 2021;2021:1-14. doi:10.1155/2021/6616654","Álvarez-Pomar L, Rojas-Galeano S.","disease, disease transmission, infection, transmission, epidemic model, epidemic, pandemic, agent-based model, model, simulated, agent-based",To investigate the extent to which personal protection habits can be effective in containing the spread of COVID-19 contagions in the absence of any other NPI or treatment in a controlled or simulated environment.,Intervention Impact Assessment,Theoretical,,Theoretical,General,SARS-CoV-2,NetLogo,400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
110,37333560,Front Public Health,2023,Keeping kids in school: modelling school-based testing and quarantine strategies during the COVID-19 pandemic in Australia,10.3389/fpubh.2023.1150810,"Abeysuriya RG, Sacks-Davis R, Heath K, et al. Keeping kids in school: modelling school-based testing and quarantine strategies during the COVID-19 pandemic in Australia. Front Public Health. 2023;11:1150810. doi:10.3389/fpubh.2023.1150810","Abeysuriya RG, Sacks-Davis R, Heath K, Delport D, Russell FM, Danchin M, Hellard M, McVernon J, Scott N.","infection, transmission, pandemic, modelling, agent-based model ",To evaluate the potential impacts of two strategies identified to minimize importation and transmission of infections in the school environment.,Intervention Impact Assessment,Australia,,Australia,University/School,SARS-CoV-2,Python,920,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
111,35418652,Sci Rep,2022,Evaluating efficacy of indoor non-pharmaceutical interventions against COVID-19 outbreaks with a coupled spatial-SIR agent-based simulation framework,10.1038/s41598-022-09942-y,"Gunaratne C, Reyes R, Hemberg E, O’Reilly UM. Evaluating efficacy of indoor non-pharmaceutical interventions against COVID-19 outbreaks with a coupled spatial-SIR agent-based simulation framework. Sci Rep. 2022;12(1):6202. doi:10.1038/s41598-022-09942-y","Gunaratne C, Reyes R, Hemberg E, O'Reilly UM.","pathogen, disease, infection, transmission, transmissibility, epidemiological, agent-based model, model, simulation, simulated, agent-based simulation, agent-based","To investigate the effects of non-pharmaceutical intervention strategies based one one-way or unrestricted movement, population size, and frequency of leaving one's designated office for breaks.",Intervention Impact Assessment,Stata center at MIT (US),Massachusetts,US,Workplace,"SARS-CoV-2, Other corona viruses, Vaccine preventable respiratory viruses",JAVA,Unknown,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
112,33116179,Sci Rep,2020,Medical costs of keeping the US economy open during COVID-19,10.1038/s41598-020-75280-6,"Chen J, Vullikanti A, Hoops S, et al. Medical costs of keeping the US economy open during COVID-19. Sci Rep. 2020;10(1):18422. doi:10.1038/s41598-020-75280-6","Chen J, Vullikanti A, Hoops S, Mortveit H, Lewis B, Venkatramanan S, You W, Eubank S, Marathe M, Barrett C, Marathe A.","infection, epidemic simulations, pandemic, individual-based model, model ",To use an individual based model and national level epidemic simulations to estimate the medical costs of keeping the US economy open during COVID-19 pandemic under different counterfactual scenarios,Intervention Impact Assessment,US,,US,General,SARS-CoV-2,Other/Unknown,Unknown,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
113,35607290,Adv Sci (Weinh),2022,"Control of COVID-19 Outbreaks under Stochastic Community Dynamics, Bimodality, or Limited Vaccination",10.1002/advs.202200088,"Goldenbogen B, Adler SO, Bodeit O, et al. Control of COVID‐19 Outbreaks under Stochastic Community Dynamics, Bimodality, or Limited Vaccination. Advanced Science. 2022;9(23):2200088. doi:10.1002/advs.202200088","Goldenbogen B, Adler SO, Bodeit O, Wodke JAH, Escalera-Fanjul X, Korman A, Krantz M, Bonn L, Morán-Torres R, Haffner JEL, Karnetzki M, Maintz I, Mallis L, Prawitz H, Segelitz PS, Seeger M, Linding R, Klipp E.","disease, infection, epidemiological, epidemiology, agent-based model, agent-based modelling, simulation ","To analyze virus spreading as well as the effects of NPIs and adaptive population immunity strategies in different communities, considering their specific demographic and geographic characteristics.","Intervention Impact Assessment, Understanding Epidemic Spread","Gangelt (Germany), Zikhron Ya'akov (Israel), TepoztlÃ¡n (Mexico)",,"Germany, Israel, Mexico",General,SARS-CoV-2,Python,13.806,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
114,33980920,Sci Rep,2021,Modelling Singapore COVID-19 pandemic with a SEIR multiplex network model,10.1038/s41598-021-89515-7,"Chung NN, Chew LY. Modelling Singapore COVID-19 pandemic with a SEIR multiplex network model. Sci Rep. 2021;11(1):10122. doi:10.1038/s41598-021-89515-7","Chung NN, Chew LY.","disease, infection, pandemic, epidemic model, agent-based model, model, simulations",To study an epidemic outbreak that occurs within densely populated residential areas of Singapore,"Understanding Epidemic Spread, Forecasting",Singapore,,Singapore,General,SARS-CoV-2,Other/Unknown,2.00E+06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
115,32499576,Nat Hum Behav,2020,Social network-based distancing strategies to flatten the COVID-19 curve in a post-lockdown world,10.1038/s41562-020-0898-6,"Block P, Hoffman M, Raabe IJ, et al. Social network-based distancing strategies to flatten the COVID-19 curve in a post-lockdown world. Nat Hum Behav. 2020;4(6):588-596. doi:10.1038/s41562-020-0898-6","Block P, Hoffman M, Raabe IJ, Dowd JB, Rahal C, Kashyap R, Mills MC.","infection, infection model, models, simulate, network-based ",To demonstrate that a strategic social network-based reduction of contact strongly enhances the effectiveness of social distancing measures while keeping risks lower.,"Forecasting, Behavioral Influence on Spread",Theoretical,,Theoretical,General,SARS-CoV-2,Other/Unknown,4000,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
116,34107917,BMC Infect Dis,2021,Containing pandemics through targeted testing of households,10.1186/s12879-021-06256-8,"Voigt A, Martyushenko N, Karlsen E, et al. Containing pandemics through targeted testing of households. BMC Infect Dis. 2021;21(1):548. doi:10.1186/s12879-021-06256-8","Voigt A, Martyushenko N, Karlsen E, Hall M, Nyhamar K, Omholt SW, Almaas E.","disease, infection, epidemiological, epidemic, pandemics, model, models, simulations, individual-based","To explore the ability of regular testing of non-symptomatic people to reduce cases, thereby offering a non-pharmaceutical tool for controlling the spread of a pandemic.",Intervention Impact Assessment,Oslo (Norway),,Norway,General,SARS-CoV-2,Python,5300000,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
117,34133427,PLoS Comput Biol,2021,A network modelling approach to assess non-pharmaceutical disease controls in a worker population: An application to SARS-CoV-2,10.1371/journal.pcbi.1009058,"Hill EM, Atkins BD, Keeling MJ, Dyson L, Tildesley MJ. A network modelling approach to assess non-pharmaceutical disease controls in a worker population: An application to SARS-CoV-2. Pascual M, ed. PLoS Comput Biol. 2021;17(6):e1009058. doi:10.1371/journal.pcbi.1009058","Hill EM, Atkins BD, Keeling MJ, Dyson L, Tildesley MJ.","pathogen, disease, infection, transmission, pandemic, model, individual-based",To assess the impact of workplace targeted non-pharmaceutical disease controls against epidemic spread of SARS-CoV 2 amongst a population of workers.,Intervention Impact Assessment,United Kingdom (UK),,UK,Workplace,SARS-CoV-2,Julia,10000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
118,34257350,Sci Rep,2021,COVID-19 mitigation by digital contact tracing and contact prevention (app-based social exposure warnings),10.1038/s41598-021-93538-5,"Soldano GJ, Fraire JA, Finochietto JM, Quiroga R. COVID-19 mitigation by digital contact tracing and contact prevention (app-based social exposure warnings). Sci Rep. 2021;11(1):14421. doi:10.1038/s41598-021-93538-5","Soldano GJ, Fraire JA, Finochietto JM, Quiroga R.","infection, transmission, pandemic, model, agent-based simulation",To evaluate the performance of digital contact tracing for different infection detection rates and response time delays.,Intervention Impact Assessment,,,Theoretical,Theoretical,SARS-CoV-2,Other/Unknown,Unknown,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
119,33095815,PLoS One,2020,Modeling latent infection transmissions through biosocial stochastic dynamics,10.1371/journal.pone.0241163,"Tadić B, Melnik R. Modeling latent infection transmissions through biosocial stochastic dynamics. Cai N, ed. PLoS ONE. 2020;15(10):e0241163. doi:10.1371/journal.pone.0241163","Tadić B, Melnik R.","infection, infection transmission, transmission, epidemic, epidemic models, modeling, agent-based model, model, simulations, simulated",To design an agent-based model for simulations of infection transmission in an open system driven by the dynamics of social activity.,Understanding Epidemic Spread,Theoretical,,Theoretical,General,SARS-CoV-2,Other/Unknown,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
120,36961853,J Infect Dis,2023,Sociodemographic Variables Can Guide Prioritized Testing Strategies for Epidemic Control in Resource-Limited Contexts,10.1093/infdis/jiad076,"Evans MV, Ramiadantsoa T, Kauffman K, et al. Sociodemographic Variables Can Guide Prioritized Testing Strategies for Epidemic Control in Resource-Limited Contexts. The Journal of Infectious Diseases. 2023;228(9):1189-1197. doi:10.1093/infdis/jiad076","Evans MV, Ramiadantsoa T, Kauffman K, Moody J, Nunn CL, Rabezara JY, Raharimalala P, Randriamoria TM, Soarimalala V, Titcomb G, Garchitorena A, Roche B.","infection, epidemic, individual-based model, simulated ",To explore the possibility of using sociodemographic proxies of network connectivity to implement targeted testing strategies in a resource-limited context.,"Intervention Impact Assessment, Understanding Epidemic Spread",Mandena and Sarahandrano (Madagascar),,Madagascar,General,SARS-CoV-2,R,438,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
